pair,total_responses,odd_responses,odd_responses/total_responses
5828,58,22,0.3793103448
5829,64,26,0.4062500000
5830,72,40,0.5555555556
5831,58,24,0.4137931034
5832,78,38,0.4871794872
5833,62,22,0.3548387097
5834,66,26,0.3939393939
5835,60,28,0.4666666667
5836,68,28,0.4117647059
5837,56,18,0.3214285714
5838,68,24,0.3529411765
5839,64,18,0.2812500000
5840,68,30,0.4411764706
5841,64,18,0.2812500000
5842,62,30,0.4838709677
5843,58,16,0.2758620690
5844,52,20,0.3846153846
5845,52,18,0.3461538462
5846,62,28,0.4516129032
5847,60,22,0.3666666667
5848,70,18,0.2571428571
5849,52,30,0.5769230769
5850,58,22,0.3793103448
5851,68,32,0.4705882353
5852,58,18,0.3103448276
5853,54,20,0.3703703704
5854,56,12,0.2142857143
5855,64,22,0.3437500000
5856,56,28,0.5000000000
5857,76,20,0.2631578947
5858,70,24,0.3428571429
5859,60,18,0.3000000000
5860,60,26,0.4333333333
5861,76,40,0.5263157895
5862,58,28,0.4827586207
5863,56,14,0.2500000000
5864,66,22,0.3333333333
5865,66,28,0.4242424242
5866,60,24,0.4000000000
5867,62,24,0.3870967742
5868,58,28,0.4827586207
5869,76,18,0.2368421053
5870,64,24,0.3750000000
5871,62,22,0.3548387097
5872,66,22,0.3333333333
5873,64,22,0.3437500000
5874,54,16,0.2962962963
5875,60,18,0.3000000000
5876,62,26,0.4193548387
5877,60,22,0.3666666667
5878,64,20,0.3125000000
5879,60,24,0.4000000000
5880,56,16,0.2857142857
5881,58,18,0.3103448276
5882,66,18,0.2727272727
5883,62,28,0.4516129032
5884,64,26,0.4062500000
5885,52,28,0.5384615385
5886,64,18,0.2812500000
5887,58,24,0.4137931034
5888,58,28,0.4827586207
5889,58,18,0.3103448276
5890,60,24,0.4000000000
5891,54,20,0.3703703704
5892,60,28,0.4666666667
5893,56,20,0.3571428571
5894,64,28,0.4375000000
5895,62,26,0.4193548387
5896,64,26,0.4062500000
5897,58,16,0.2758620690
5898,56,16,0.2857142857
5899,74,32,0.4324324324
5900,66,26,0.3939393939
5901,62,22,0.3548387097
5902,62,16,0.2580645161
5903,58,20,0.3448275862
5904,62,24,0.3870967742
5905,66,26,0.3939393939
5906,64,20,0.3125000000
5907,86,40,0.4651162791
5908,60,22,0.3666666667
5909,52,22,0.4230769231
5910,62,24,0.3870967742
5911,54,14,0.2592592593
5912,64,22,0.3437500000
5913,56,28,0.5000000000
5914,60,22,0.3666666667
5915,64,30,0.4687500000
5916,70,28,0.4000000000
5917,64,20,0.3125000000
5918,60,16,0.2666666667
5919,62,26,0.4193548387
5920,60,20,0.3333333333
5921,56,20,0.3571428571
5922,60,18,0.3000000000
5923,60,24,0.4000000000
5924,66,34,0.5151515152
5925,60,20,0.3333333333
5926,64,22,0.3437500000
5927,68,28,0.4117647059
5928,54,16,0.2962962963
5929,62,16,0.2580645161
5930,54,12,0.2222222222
5931,62,22,0.3548387097
5932,64,26,0.4062500000
5933,62,28,0.4516129032
5934,60,24,0.4000000000
5935,82,18,0.2195121951
5936,66,22,0.3333333333
5937,58,30,0.5172413793
5938,64,16,0.2500000000
5939,64,24,0.3750000000
5940,60,22,0.3666666667
5941,66,20,0.3030303030
5942,60,26,0.4333333333
5943,52,20,0.3846153846
5944,62,18,0.2903225806
5945,60,24,0.4000000000
5946,56,18,0.3214285714
5947,58,28,0.4827586207
5948,60,18,0.3000000000
5949,66,26,0.3939393939
5950,62,24,0.3870967742
5951,58,18,0.3103448276
5952,62,26,0.4193548387
5953,62,16,0.2580645161
5954,64,26,0.4062500000
5955,60,24,0.4000000000
5956,58,28,0.4827586207
5957,58,22,0.3793103448
5958,92,48,0.5217391304
5959,310,74,0.2387096774
5960,62,20,0.3225806452
5961,76,28,0.3684210526
5962,96,50,0.5208333333
5963,74,38,0.5135135135
5964,66,32,0.4848484848
5965,60,22,0.3666666667
5966,66,28,0.4242424242
5967,60,22,0.3666666667
5968,62,32,0.5161290323
5969,58,18,0.3103448276
5970,48,36,0.7500000000
5971,52,12,0.2307692308
5972,62,26,0.4193548387
5973,66,26,0.3939393939
5974,56,24,0.4285714286
5975,64,22,0.3437500000
5976,62,20,0.3225806452
5977,58,32,0.5517241379
5978,62,28,0.4516129032
5979,70,22,0.3142857143
5980,62,22,0.3548387097
5981,54,28,0.5185185185
5982,54,12,0.2222222222
5983,68,28,0.4117647059
5984,74,38,0.5135135135
5985,58,16,0.2758620690
5986,52,16,0.3076923077
5987,52,24,0.4615384615
5988,70,26,0.3714285714
5989,66,26,0.3939393939
5990,64,16,0.2500000000
5991,62,22,0.3548387097
5992,64,22,0.3437500000
5993,54,24,0.4444444444
5994,64,26,0.4062500000
5995,60,26,0.4333333333
5996,60,24,0.4000000000
5997,62,18,0.2903225806
5998,68,24,0.3529411765
5999,52,16,0.3076923077
6000,68,26,0.3823529412
6001,58,22,0.3793103448
6002,64,24,0.3750000000
6003,64,16,0.2500000000
6004,56,24,0.4285714286
6005,58,24,0.4137931034
6006,58,26,0.4482758621
6007,50,12,0.2400000000
6008,58,20,0.3448275862
6009,64,30,0.4687500000
6010,64,24,0.3750000000
6011,68,20,0.2941176471
6012,54,20,0.3703703704
6013,58,16,0.2758620690
6014,70,28,0.4000000000
6015,64,22,0.3437500000
6016,76,20,0.2631578947
6017,62,22,0.3548387097
6018,54,10,0.1851851852
6019,94,18,0.1914893617
6020,54,14,0.2592592593
6021,72,30,0.4166666667
6022,58,18,0.3103448276
6023,58,20,0.3448275862
6024,66,24,0.3636363636
6025,56,18,0.3214285714
6026,60,26,0.4333333333
6027,62,20,0.3225806452
6028,52,28,0.5384615385
6029,68,24,0.3529411765
6030,88,48,0.5454545455
6031,64,24,0.3750000000
6032,58,22,0.3793103448
6033,60,20,0.3333333333
6034,66,24,0.3636363636
6035,62,18,0.2903225806
6036,64,24,0.3750000000
6037,66,32,0.4848484848
6038,58,26,0.4482758621
6039,66,22,0.3333333333
6040,66,26,0.3939393939
6041,68,24,0.3529411765
6042,58,22,0.3793103448
6043,62,18,0.2903225806
6044,62,16,0.2580645161
6045,54,28,0.5185185185
6046,48,20,0.4166666667
6047,64,26,0.4062500000
6048,66,22,0.3333333333
6049,70,30,0.4285714286
6050,56,24,0.4285714286
6051,50,16,0.3200000000
6052,58,22,0.3793103448
6053,68,28,0.4117647059
6054,62,22,0.3548387097
6055,64,22,0.3437500000
6056,58,22,0.3793103448
6057,50,12,0.2400000000
6058,62,20,0.3225806452
6059,60,20,0.3333333333
6060,66,18,0.2727272727
6061,64,20,0.3125000000
6062,56,14,0.2500000000
6063,56,22,0.3928571429
6064,62,16,0.2580645161
6065,68,26,0.3823529412
6066,66,26,0.3939393939
6067,68,24,0.3529411765
6068,58,24,0.4137931034
6069,72,18,0.2500000000
6070,70,26,0.3714285714
6071,64,30,0.4687500000
6072,64,20,0.3125000000
6073,64,24,0.3750000000
6074,54,18,0.3333333333
6075,60,28,0.4666666667
6076,56,20,0.3571428571
6077,52,18,0.3461538462
6078,62,34,0.5483870968
6079,64,24,0.3750000000
6080,70,28,0.4000000000
6081,62,24,0.3870967742
6082,66,24,0.3636363636
6083,60,24,0.4000000000
6084,66,24,0.3636363636
6085,68,26,0.3823529412
6086,58,32,0.5517241379
6087,56,28,0.5000000000
6088,58,28,0.4827586207
6089,56,14,0.2500000000
6090,70,28,0.4000000000
6091,174,90,0.5172413793
6092,64,22,0.3437500000
6093,62,20,0.3225806452
6094,62,20,0.3225806452
6095,58,26,0.4482758621
6096,56,16,0.2857142857
6097,64,22,0.3437500000
6098,60,22,0.3666666667
6099,58,30,0.5172413793
6100,64,24,0.3750000000
6101,70,44,0.6285714286
6102,58,20,0.3448275862
6103,68,26,0.3823529412
6104,66,20,0.3030303030
6105,66,28,0.4242424242
6106,84,46,0.5476190476
6107,66,28,0.4242424242
6108,62,24,0.3870967742
6109,66,18,0.2727272727
6110,64,24,0.3750000000
6111,64,28,0.4375000000
6112,110,26,0.2363636364
6113,66,26,0.3939393939
6114,64,28,0.4375000000
6115,64,22,0.3437500000
6116,58,26,0.4482758621
6117,62,24,0.3870967742
6118,62,24,0.3870967742
6119,66,32,0.4848484848
6120,76,40,0.5263157895
6121,64,24,0.3750000000
6122,62,24,0.3870967742
6123,70,28,0.4000000000
6124,64,26,0.4062500000
6125,66,26,0.3939393939
6126,60,20,0.3333333333
6127,56,20,0.3571428571
6128,68,24,0.3529411765
6129,48,22,0.4583333333
6130,58,32,0.5517241379
6131,58,24,0.4137931034
6132,64,20,0.3125000000
6133,56,24,0.4285714286
6134,62,28,0.4516129032
6135,74,16,0.2162162162
6136,52,26,0.5000000000
6137,54,20,0.3703703704
6138,60,22,0.3666666667
6139,70,26,0.3714285714
6140,88,20,0.2272727273
6141,62,32,0.5161290323
6142,62,18,0.2903225806
6143,64,16,0.2500000000
6144,52,14,0.2692307692
6145,68,28,0.4117647059
6146,68,28,0.4117647059
6147,60,26,0.4333333333
6148,62,20,0.3225806452
6149,58,24,0.4137931034
6150,52,26,0.5000000000
6151,66,26,0.3939393939
6152,52,14,0.2692307692
6153,64,26,0.4062500000
6154,56,24,0.4285714286
6155,64,24,0.3750000000
6156,60,20,0.3333333333
6157,60,22,0.3666666667
6158,56,26,0.4642857143
6159,50,10,0.2000000000
6160,70,28,0.4000000000
6161,60,24,0.4000000000
6162,68,38,0.5588235294
6163,58,24,0.4137931034
6164,56,30,0.5357142857
6165,68,24,0.3529411765
6166,66,24,0.3636363636
6167,58,18,0.3103448276
6168,64,36,0.5625000000
6169,72,36,0.5000000000
6170,68,26,0.3823529412
6171,60,32,0.5333333333
6172,50,12,0.2400000000
6173,66,24,0.3636363636
6174,68,28,0.4117647059
6175,62,26,0.4193548387
6176,56,24,0.4285714286
6177,58,26,0.4482758621
6178,66,26,0.3939393939
6179,60,20,0.3333333333
6180,52,18,0.3461538462
6181,60,18,0.3000000000
6182,64,26,0.4062500000
6183,56,18,0.3214285714
6184,64,26,0.4062500000
6185,58,24,0.4137931034
6186,62,22,0.3548387097
6187,72,30,0.4166666667
6188,56,22,0.3928571429
6189,60,26,0.4333333333
6190,62,24,0.3870967742
6191,64,14,0.2187500000
6192,60,22,0.3666666667
6193,56,22,0.3928571429
6194,52,10,0.1923076923
6195,72,30,0.4166666667
6196,68,20,0.2941176471
6197,62,22,0.3548387097
6198,64,30,0.4687500000
6199,68,24,0.3529411765
6200,54,14,0.2592592593
6201,62,26,0.4193548387
6202,64,24,0.3750000000
6203,60,28,0.4666666667
6204,68,24,0.3529411765
6205,64,28,0.4375000000
6206,54,30,0.5555555556
6207,68,28,0.4117647059
6208,62,16,0.2580645161
6209,58,22,0.3793103448
6210,60,28,0.4666666667
6211,72,28,0.3888888889
6212,66,26,0.3939393939
6213,68,26,0.3823529412
6214,64,28,0.4375000000
6215,68,30,0.4411764706
6216,56,20,0.3571428571
6217,64,34,0.5312500000
6218,68,20,0.2941176471
6219,66,28,0.4242424242
6220,62,28,0.4516129032
6221,62,26,0.4193548387
6222,86,42,0.4883720930
6223,64,26,0.4062500000
6224,66,34,0.5151515152
6225,68,30,0.4411764706
6226,52,16,0.3076923077
6227,66,28,0.4242424242
6228,68,28,0.4117647059
6229,64,24,0.3750000000
6230,62,30,0.4838709677
6231,66,24,0.3636363636
6232,42,10,0.2380952381
6233,76,18,0.2368421053
6234,64,22,0.3437500000
6235,62,22,0.3548387097
6236,54,18,0.3333333333
6237,58,20,0.3448275862
6238,74,26,0.3513513514
6239,56,14,0.2500000000
6240,52,14,0.2692307692
6241,60,20,0.3333333333
6242,60,20,0.3333333333
6243,60,20,0.3333333333
6244,62,16,0.2580645161
6245,60,24,0.4000000000
6246,58,26,0.4482758621
6247,56,18,0.3214285714
6248,60,20,0.3333333333
6249,62,18,0.2903225806
6250,60,20,0.3333333333
6251,60,22,0.3666666667
6252,58,16,0.2758620690
6253,64,24,0.3750000000
6254,66,26,0.3939393939
6255,62,26,0.4193548387
6256,78,48,0.6153846154
6257,54,18,0.3333333333
6258,50,14,0.2800000000
6259,54,14,0.2592592593
6260,66,20,0.3030303030
6261,50,24,0.4800000000
6262,62,28,0.4516129032
6263,62,22,0.3548387097
6264,66,22,0.3333333333
6265,56,22,0.3928571429
6266,62,26,0.4193548387
6267,62,24,0.3870967742
6268,62,16,0.2580645161
6269,70,26,0.3714285714
6270,58,14,0.2413793103
6271,56,22,0.3928571429
6272,66,22,0.3333333333
6273,62,22,0.3548387097
6274,64,10,0.1562500000
6275,72,24,0.3333333333
6276,66,22,0.3333333333
6277,60,24,0.4000000000
6278,92,24,0.2608695652
6279,60,22,0.3666666667
6280,72,30,0.4166666667
6281,64,26,0.4062500000
6282,58,20,0.3448275862
6283,60,28,0.4666666667
6284,68,24,0.3529411765
6285,60,20,0.3333333333
6286,78,34,0.4358974359
6287,56,22,0.3928571429
6288,52,20,0.3846153846
6289,48,28,0.5833333333
6290,66,28,0.4242424242
6291,66,20,0.3030303030
6292,78,40,0.5128205128
6293,54,26,0.4814814815
6294,134,68,0.5074626866
6295,66,28,0.4242424242
6296,66,26,0.3939393939
6297,50,20,0.4000000000
6298,56,16,0.2857142857
6299,54,20,0.3703703704
6300,66,30,0.4545454545
6301,66,28,0.4242424242
6302,86,26,0.3023255814
6303,58,26,0.4482758621
6304,58,24,0.4137931034
6305,80,18,0.2250000000
6306,64,32,0.5000000000
6307,60,20,0.3333333333
6308,58,22,0.3793103448
6309,56,28,0.5000000000
6310,64,24,0.3750000000
6311,58,18,0.3103448276
6312,62,16,0.2580645161
6313,62,26,0.4193548387
6314,68,22,0.3235294118
6315,58,20,0.3448275862
6316,56,0,0.0000000000
6317,62,28,0.4516129032
6318,70,26,0.3714285714
6319,60,24,0.4000000000
6320,58,18,0.3103448276
6321,54,28,0.5185185185
6322,56,14,0.2500000000
6323,66,22,0.3333333333
6324,130,34,0.2615384615
6325,52,20,0.3846153846
6326,118,30,0.2542372881
6327,70,26,0.3714285714
6328,60,30,0.5000000000
6329,66,26,0.3939393939
6330,58,26,0.4482758621
6331,64,22,0.3437500000
6332,60,34,0.5666666667
6333,66,22,0.3333333333
6334,48,16,0.3333333333
6335,54,24,0.4444444444
6336,68,28,0.4117647059
6337,58,24,0.4137931034
6338,58,24,0.4137931034
6339,58,18,0.3103448276
6340,64,24,0.3750000000
6341,56,20,0.3571428571
6342,152,72,0.4736842105
6343,66,24,0.3636363636
6344,54,26,0.4814814815
6345,64,20,0.3125000000
6346,66,22,0.3333333333
6347,62,22,0.3548387097
6348,62,26,0.4193548387
6349,58,22,0.3793103448
6350,74,40,0.5405405405
6351,58,26,0.4482758621
6352,60,22,0.3666666667
6353,68,20,0.2941176471
6354,110,24,0.2181818182
6355,62,26,0.4193548387
6356,64,20,0.3125000000
6357,66,28,0.4242424242
6358,64,18,0.2812500000
6359,64,22,0.3437500000
6360,62,22,0.3548387097
6361,60,18,0.3000000000
6362,120,56,0.4666666667
6363,64,22,0.3437500000
6364,66,26,0.3939393939
6365,58,16,0.2758620690
6366,64,24,0.3750000000
6367,60,24,0.4000000000
6368,80,18,0.2250000000
6369,56,26,0.4642857143
6370,66,28,0.4242424242
6371,68,24,0.3529411765
6372,74,20,0.2702702703
6373,64,30,0.4687500000
6374,54,12,0.2222222222
6375,64,20,0.3125000000
6376,56,12,0.2142857143
6377,60,22,0.3666666667
6378,60,20,0.3333333333
6379,66,22,0.3333333333
6380,74,20,0.2702702703
6381,64,24,0.3750000000
6382,68,28,0.4117647059
6383,64,24,0.3750000000
6384,60,18,0.3000000000
6385,64,26,0.4062500000
6386,60,20,0.3333333333
6387,58,20,0.3448275862
6388,56,20,0.3571428571
6389,64,22,0.3437500000
6390,52,16,0.3076923077
6391,52,30,0.5769230769
6392,62,24,0.3870967742
6393,54,22,0.4074074074
6394,60,20,0.3333333333
6395,68,36,0.5294117647
6396,62,28,0.4516129032
6397,62,20,0.3225806452
6398,64,0,0.0000000000
6399,66,26,0.3939393939
6400,56,24,0.4285714286
6401,70,28,0.4000000000
6402,60,32,0.5333333333
6403,66,26,0.3939393939
6404,76,18,0.2368421053
6405,62,18,0.2903225806
6406,60,28,0.4666666667
6407,60,20,0.3333333333
6408,56,24,0.4285714286
6409,68,26,0.3823529412
6410,74,22,0.2972972973
6411,72,36,0.5000000000
6412,64,20,0.3125000000
6413,60,24,0.4000000000
6414,60,22,0.3666666667
6415,62,20,0.3225806452
6416,54,26,0.4814814815
6417,62,26,0.4193548387
6418,62,14,0.2258064516
6419,64,18,0.2812500000
6420,54,28,0.5185185185
6421,50,14,0.2800000000
6422,66,20,0.3030303030
6423,56,14,0.2500000000
6424,58,24,0.4137931034
6425,62,22,0.3548387097
6426,68,28,0.4117647059
6427,66,34,0.5151515152
6428,64,22,0.3437500000
6429,60,28,0.4666666667
6430,60,20,0.3333333333
6431,64,22,0.3437500000
6432,66,24,0.3636363636
6433,64,20,0.3125000000
6434,66,28,0.4242424242
6435,64,22,0.3437500000
6436,64,22,0.3437500000
6437,64,24,0.3750000000
6438,76,40,0.5263157895
6439,58,28,0.4827586207
6440,56,28,0.5000000000
6441,64,22,0.3437500000
6442,62,18,0.2903225806
6443,52,16,0.3076923077
6444,58,16,0.2758620690
6445,56,18,0.3214285714
6446,60,28,0.4666666667
6447,70,28,0.4000000000
6448,58,36,0.6206896552
6449,64,20,0.3125000000
6450,64,26,0.4062500000
6451,70,24,0.3428571429
6452,52,22,0.4230769231
6453,60,28,0.4666666667
6454,66,26,0.3939393939
6455,72,30,0.4166666667
6456,52,16,0.3076923077
6457,58,26,0.4482758621
6458,52,26,0.5000000000
6459,64,22,0.3437500000
6460,60,16,0.2666666667
6461,56,22,0.3928571429
6462,60,24,0.4000000000
6463,60,24,0.4000000000
6464,68,16,0.2352941176
6465,58,14,0.2413793103
6466,62,28,0.4516129032
6467,70,20,0.2857142857
6468,82,20,0.2439024390
6469,58,20,0.3448275862
6470,64,26,0.4062500000
6471,76,38,0.5000000000
6472,256,64,0.2500000000
6473,70,22,0.3142857143
6474,70,30,0.4285714286
6475,66,26,0.3939393939
6476,72,32,0.4444444444
6477,68,24,0.3529411765
6478,60,24,0.4000000000
6479,62,24,0.3870967742
6480,74,42,0.5675675676
6481,64,24,0.3750000000
6482,52,10,0.1923076923
6483,62,24,0.3870967742
6484,64,24,0.3750000000
6485,56,30,0.5357142857
6486,58,24,0.4137931034
6487,60,20,0.3333333333
6488,62,20,0.3225806452
6489,68,28,0.4117647059
6490,68,24,0.3529411765
6491,48,30,0.6250000000
6492,64,26,0.4062500000
6493,64,16,0.2500000000
6494,62,24,0.3870967742
6495,58,20,0.3448275862
6496,64,24,0.3750000000
6497,76,28,0.3684210526
6498,66,28,0.4242424242
6499,48,26,0.5416666667
6500,62,18,0.2903225806
6501,72,26,0.3611111111
6502,46,22,0.4782608696
6503,74,16,0.2162162162
6504,66,34,0.5151515152
6505,78,22,0.2820512821
6506,64,32,0.5000000000
6507,60,26,0.4333333333
6508,48,26,0.5416666667
6509,60,30,0.5000000000
6510,60,22,0.3666666667
6511,52,24,0.4615384615
6512,58,24,0.4137931034
6513,60,24,0.4000000000
6514,64,20,0.3125000000
6515,56,18,0.3214285714
6516,64,24,0.3750000000
6517,66,28,0.4242424242
6518,66,24,0.3636363636
6519,62,20,0.3225806452
6520,62,26,0.4193548387
6521,62,24,0.3870967742
6522,78,40,0.5128205128
6523,66,24,0.3636363636
6524,62,22,0.3548387097
6525,66,22,0.3333333333
6526,68,30,0.4411764706
6527,72,20,0.2777777778
6528,62,30,0.4838709677
6529,62,28,0.4516129032
6530,58,14,0.2413793103
6531,56,18,0.3214285714
6532,64,26,0.4062500000
6533,52,16,0.3076923077
6534,66,24,0.3636363636
6535,54,12,0.2222222222
6536,66,26,0.3939393939
6537,60,22,0.3666666667
6538,56,16,0.2857142857
6539,62,30,0.4838709677
6540,70,30,0.4285714286
6541,68,30,0.4411764706
6542,58,24,0.4137931034
6543,48,26,0.5416666667
6544,66,26,0.3939393939
6545,58,26,0.4482758621
6546,64,36,0.5625000000
6547,70,28,0.4000000000
6548,58,28,0.4827586207
6549,64,26,0.4062500000
6550,62,24,0.3870967742
6551,62,22,0.3548387097
6552,60,26,0.4333333333
6553,58,18,0.3103448276
6554,64,24,0.3750000000
6555,76,18,0.2368421053
6556,60,22,0.3666666667
6557,64,26,0.4062500000
6558,66,22,0.3333333333
6559,66,32,0.4848484848
6560,70,34,0.4857142857
6561,70,30,0.4285714286
6562,64,26,0.4062500000
6563,60,34,0.5666666667
6564,68,28,0.4117647059
6565,60,20,0.3333333333
6566,58,18,0.3103448276
6567,56,30,0.5357142857
6568,66,24,0.3636363636
6569,66,22,0.3333333333
6570,62,18,0.2903225806
6571,62,18,0.2903225806
6572,72,24,0.3333333333
6573,66,28,0.4242424242
6574,66,30,0.4545454545
6575,64,28,0.4375000000
6576,68,28,0.4117647059
6577,66,16,0.2424242424
6578,64,22,0.3437500000
6579,48,26,0.5416666667
6580,64,26,0.4062500000
6581,62,20,0.3225806452
6582,68,30,0.4411764706
6583,64,32,0.5000000000
6584,52,30,0.5769230769
6585,62,18,0.2903225806
6586,60,24,0.4000000000
6587,64,20,0.3125000000
6588,68,16,0.2352941176
6589,64,24,0.3750000000
6590,64,26,0.4062500000
6591,58,24,0.4137931034
6592,54,14,0.2592592593
6593,58,30,0.5172413793
6594,64,24,0.3750000000
6595,58,24,0.4137931034
6596,54,28,0.5185185185
6597,50,10,0.2000000000
6598,64,20,0.3125000000
6599,98,18,0.1836734694
6600,66,30,0.4545454545
6601,66,24,0.3636363636
6602,58,20,0.3448275862
6603,56,20,0.3571428571
6604,60,26,0.4333333333
6605,58,22,0.3793103448
6606,62,18,0.2903225806
6607,58,22,0.3793103448
6608,64,22,0.3437500000
6609,64,16,0.2500000000
6610,60,22,0.3666666667
6611,68,22,0.3235294118
6612,70,30,0.4285714286
6613,60,20,0.3333333333
6614,70,28,0.4000000000
6615,66,28,0.4242424242
6616,58,30,0.5172413793
6617,64,22,0.3437500000
6618,60,34,0.5666666667
6619,56,16,0.2857142857
6620,62,18,0.2903225806
6621,76,22,0.2894736842
6622,64,28,0.4375000000
6623,58,24,0.4137931034
6624,62,20,0.3225806452
6625,46,24,0.5217391304
6626,64,20,0.3125000000
6627,66,28,0.4242424242
6628,62,12,0.1935483871
6629,64,26,0.4062500000
6630,64,16,0.2500000000
6631,56,22,0.3928571429
6632,66,24,0.3636363636
6633,58,20,0.3448275862
6634,56,20,0.3571428571
6635,62,24,0.3870967742
6636,62,28,0.4516129032
6637,58,20,0.3448275862
6638,62,26,0.4193548387
6639,56,26,0.4642857143
6640,66,20,0.3030303030
6641,62,26,0.4193548387
6642,58,16,0.2758620690
6643,64,30,0.4687500000
6644,66,24,0.3636363636
6645,70,26,0.3714285714
6646,68,26,0.3823529412
6647,64,18,0.2812500000
6648,70,28,0.4000000000
6649,66,22,0.3333333333
6650,72,32,0.4444444444
6651,68,26,0.3823529412
6652,74,20,0.2702702703
6653,50,22,0.4400000000
6654,60,22,0.3666666667
6655,62,24,0.3870967742
6656,56,18,0.3214285714
6657,62,28,0.4516129032
6658,54,22,0.4074074074
6659,52,14,0.2692307692
6660,68,26,0.3823529412
6661,64,30,0.4687500000
6662,72,28,0.3888888889
6663,58,28,0.4827586207
6664,58,18,0.3103448276
6665,64,34,0.5312500000
6666,62,16,0.2580645161
6667,62,30,0.4838709677
6668,86,26,0.3023255814
6669,50,26,0.5200000000
6670,56,24,0.4285714286
6671,58,30,0.5172413793
6672,64,32,0.5000000000
6673,76,18,0.2368421053
6674,58,30,0.5172413793
6675,58,18,0.3103448276
6676,54,20,0.3703703704
6677,64,16,0.2500000000
6678,66,20,0.3030303030
6679,102,52,0.5098039216
6680,64,26,0.4062500000
6681,62,18,0.2903225806
6682,56,24,0.4285714286
6683,58,26,0.4482758621
6684,60,16,0.2666666667
6685,50,24,0.4800000000
6686,58,26,0.4482758621
6687,56,12,0.2142857143
6688,66,22,0.3333333333
6689,66,26,0.3939393939
6690,60,22,0.3666666667
6691,66,28,0.4242424242
6692,62,26,0.4193548387
6693,386,86,0.2227979275
6694,62,24,0.3870967742
6695,60,28,0.4666666667
6696,68,24,0.3529411765
6697,62,26,0.4193548387
6698,56,20,0.3571428571
6699,60,18,0.3000000000
6700,68,32,0.4705882353
6701,66,26,0.3939393939
6702,64,28,0.4375000000
6703,60,24,0.4000000000
